expedient;identificador;descripcio_contracte;data_adj;estat_licitacio;organ_contractacio;CPV;valor_estimat;link;metode_cerca;time_download;downloaded_documents;error_download;comment;downloaded documents
2024-187;17591970;Contracte basat de l’Acord marc amb diverses empreses relatiu al “subministrament de material per a sutura mecànica i electrocirurgia per a l’Hospital Clínic de Barcelona” (Exp.: 2024/72). En concret, té per objecte la contractació basada del lot 24, relatiu a tisores per a coagulació i tall de vasos en cirurgia oberta.;29/05/2025 13:52;Resuelta;Consorci Hospital Clínic de Barcelona (HCB);"33141121;33141125;33141120;33141122;";252180,0;https://contractaciopublica.cat/ca/detall-publicacio/93e31830-ec19-42ba-b321-c1037dc99c5d/300499267;Proveïdor: A28218675;38,2;3;"Sense secció ""Exec""";;0
2024-185;17591971;Contracte basat de l’Acord marc amb diverses empreses relatiu al “subministrament de material per a sutura mecànica i electrocirurgia per a l’Hospital Clínic de Barcelona” (Exp.: 2024/72). En concret, té per objecte la contractació basada del lot 15, relatiu a dispositiu fixador de material protèsic.;29/05/2025 10:14;Resuelta;Consorci Hospital Clínic de Barcelona (HCB);"33141121;33141125;33141120;33141122;";150660,0;https://contractaciopublica.cat/ca/detall-publicacio/0193e8ad-840f-4d97-bb5c-3e76eabbe84a/300499240;Proveïdor: A28218675;43,44;4;Alguns documents no s'han pogut descarregar (1 error(s));;0
2025/657;17595419;compra de consumables, guantes, inyector, rotuladores, placas de petri;02/07/2025 0:00;Adjudicada;Dirección General de la Asociación CIC nanoGUNE;"38400000;33790000;38500000;33760000;18140000;33700000;18143000;";413,93;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=B5QP4vfc%2FzPzAq95uGTrDQ%3D%3D;CPV prefix 33:  | Keywords: placas;3,45;0;;Cap document extret d'enllaços interiors;0
CMAYOR/2025/HLAFE/0014;17637359;Suministro de placas para de cultivo para el control ambiental y recuento de microorganismos de la unidad de Terapias Avanzadas de la Fundación.;08/07/2025 0:00;Resuelta;Dirección General de la Fundación para la Investigación del Hospital Universitario de la Fe;"24931250;33698100;";15000,0;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Re4e%2Beqa5wCKeVWTb9Scog%3D%3D;CPV prefix 33:  | Keywords: placas;7,5;0;;Cap document extret d'enllaços interiors;0
PA SUM 25-005;17667719;Suministro de placas de osteosíntesis para miembro superior para el servicio de traumatología del Hospital Universitario de Fuenlabrada;;Adjudicada;Hospital Universitario de Fuenlabrada;"33184100;";316361,7;https://contratos-publicos.comunidad.madrid/contrato-publico/suministro-placas-osteosintesis-miembro-superior-servicio-traumatologia-hospital;CPV prefix 33:  | Keywords: osteosintesis, placas;51,76;10;;;0
PA SUM 25-004;17667761;Suministro de placas de osteosíntesis para el Servicio de Traumatología para el Hospital Univesitario de Fuenlabrada;;Adjudicada;Hospital Universitario de Fuenlabrada;"33184100;";711585,0;https://contratos-publicos.comunidad.madrid/contrato-publico/suministro-placas-osteosintesis-servicio-traumatologia-hospital-univesitario;CPV prefix 33:  | Keywords: osteosintesis, placas, Proveïdor: A28218675;28,15;8;;;0
N202500411;17716362;Suministro de agujas de Kirschner para Clínicas MC Mutual en Barcelona y Madrid;02/09/2025 0:00;Resuelta;Dirección General de la Mutual Midat Cyclops, Mutua Colaboradora con la Seguridad Social, nº 1;"33184100;";17600,0;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=uIrpsUYqq13mnwcj%2BxbdTg%3D%3D;CPV prefix 33:  | Keywords: kirschner;31,53;4;;Cap document extret d'enllaços interiors;0
2025-0-030 (A/SUM-027925/2025);17719874;Adquisición de implantes y fungible para la realización, mediante cirugía robótica, de artroplastia total y parcial de rodilla y gestión del depósito de implantes.;;Resuelta;Hospital Universitario Infanta Leonor;"33183100;63120000;33140000;";2812401,81;https://contratos-publicos.comunidad.madrid/contrato-publico/adquisicion-implantes-fungible-realizacion-cirugia-robotica-artroplastia-total;Proveïdor: A28218675;36,37;11;;;0
2025/01240;17727382;Suministro de material de osteosíntesis y sustitutos óseos para las intervenciones de traumatología de la OSI Debagoiena;;Adjudicada;OSAKIDETZA - Servicio Vasco de Salud -Director Gerente;"33184100;";2398183,46;https://www.contratacion.euskadi.eus/webkpe00-kpeperfi/es/contenidos/anuncio_contratacion/exposakisap2025001240/es_doc/index.html;CPV prefix 33:  | Keywords: osteosintesis, Proveïdor: A28218675;33,34;3;;;0
28/2025/2004 (SAT. 2020015998);17794630;Suministro de apósitos hemostáticos, absorbentes postquirúrgicos, de protección y fijación, con destino a la Gerencia de Atención Especializada de Miranda de Ebro: Hospital Santiago Apóstol.;05/08/2025 0:00;Resuelta;Gerencia de Atención Especializada de Miranda de Ebro;"33141110;";67540,98;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=4fi%2BGSZ7Hk%2Bzz8fXU2i3eQ%3D%3D;Proveïdor: A28218675;144,67;12;;;0
CONTR 2025 0000499900;17805416;0000422/2025 suministro, instalación completa, puesta en marcha y mantenimiento preventivo durante el periodo de garantia, de lector de placas rx dental para diversos centros de salud pertenecientes al distrito sanitario córdoba y guadalquivir, y área de gestión sanitaria sur de córdoba, centros adcritos a la central provincial de compras de córdoba. (pa 20/25);;Resuelta;Servicio Andaluz de Salud;"33111300;";90480,0;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=836392;CPV prefix 33:  | Keywords: placas;41,35;7;;;0
Exp. 19-2025;17813762;L’objecte és el subministrament de plaques de 96 pouets (Evolute Express CX 30 mg Fixed Well Plate i Evolute Express WCX 30 mg Fixed Well Plate) que s’utilitzaran per la preparació de mostres d’orina i de sèrum en procediments d’anàlisis de control antidopatge en el Laboratori Antidopatge de Catalunya de la Fundació Institut Hospital del Mar d’Investigacions Mèdiques;28/07/2025 15:46;Resuelta;Fundació Institut Hospital del Mar d'Investigacions Mèdiques;"33140000;";48512,25;https://contractaciopublica.cat/ca/detall-publicacio/07716f6c-22e4-4fdf-b86c-f4ffbb422bf1/300536062;CPV prefix 33:  | Keywords: plaques;29,99;2;;"Sense secció ""Exec""";0
HV/2024/5/0101 5º Basado AM HUMV 2024/1;17817805;"Resolución de la Dirección Gerencia del HUMV, por la que se adjudican los contratos basados del acuerdo
marco AM HV 2024/0/0001 formalizado por Hospital Marques de Valdecilla para Servicio de CARDIOVASCULAR";06/08/2025 0:00;Adjudicada;Servicio Cántabro de Salud;"33100000;33184100;33184000;";198750,0;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=ZY2pJ8nput%2BopEMYCmrbmw%3D%3D;CPV: 33184000;18,66;1;;;0
CONTR 2025 0000459291;17820948;pass 144/2025 sevilla suministro de lectores de placas rx dentales (radiovisiografía), mediante procedimiento abierto simplificado abreviado (supersimplificado) y presentación electrónica de ofertas;;Adjudicada;Servicio Andaluz de Salud;"33100000;";49210,0;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=836714;CPV prefix 33:  | Keywords: placas;35,6;3;;;0
CONTR 2025 0000482699;17849366;0000608/2025 suministro de material del subgrupo 15.15 suministro de material especifico de osteosintesis de columna de neurocirugía,para los centros sanitarios que integran la central provincial de compras de jaén.;;Adjudicada;Servicio Andaluz de Salud;"33184000;";8212323,12;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=837007;CPV prefix 33:  | Keywords: osteosintesis, CPV: 33184000;76,76;15;;;0
25EX27518;17857632;Material fungible motors COT;05/08/2025 13:40;Resuelta;Consorci Corporació Sanitària Parc Taulí de Sabadell;"33162200;";96963,75;https://contractaciopublica.cat/ca/detall-publicacio/a5ec742f-320f-4096-8ad2-ee93d9228ff4/300541681;Proveïdor: A28218675;57,59;6;Alguns documents no s'han pogut descarregar (4 error(s));;6
PIC2025_32608;17872482;Contratación del suministro de elementos de osteosíntesis para los traumatólogos adscritos a la dirección provincial de Barcelona.;14/11/2025 0:00;Resuelta;Gerencia de Fraternidad Muprespa - Mútua Colaboradora con la Seguridad Social nº 275;"33184100;33183300;";219759,0;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=pJPTqphaeo1rSd8H4b2soA%3D%3D;CPV prefix 33:  | Keywords: osteosintesis, CPV: 33183300;17,57;1;;;0
CONTR 2025 0000502219;17874721;0000585/2025 acuerdo marco con unica empresa, para el suministro de aparatos de radiología intraoral con instalación completa y puesta en marcha y lectores de placas rx dental, con fondos minap, para los centros integrantes de la central provincial de compras de almería;;Adjudicada;Servicio Andaluz de Salud;"33111500;33111300;";217200,0;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=837447;CPV prefix 33:  | Keywords: placas;45,24;9;;;0
EXP.7.2025;17884296;Contratación el suministro en régimen de adquisición, de reactivos utilizados en experimentos de PCR a tiempo real y tiempo final en los equipos LC480, QIACUITY y QUANTSTUDIO 12K (plataformas de 384 posiciones y 3072 POSICIONES en formatos de placas MWP/ TLDA / OPEN ARRAY);20/08/2025 0:00;Resuelta;Comisión Ejecutiva de la Fundación Parque Científico de Madrid;"33696500;";551013,3;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=DiJr0iymMaBSYrkJkLlFdw%3D%3D;CPV prefix 33:  | Keywords: placas;61,33;3;;;0
2025/795;17907710;compra de placas de 4 pocillos para fiv;11/08/2025 0:00;Adjudicada;Dirección General de la Asociación CIC nanoGUNE;"33690000;24930000;24960000;24950000;";263,82;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=x2PiZv7vkSvVGIpKDxgsAQ%3D%3D;CPV prefix 33:  | Keywords: placas;3,88;0;;Cap document extret d'enllaços interiors;0
2025/773;17907742;compra de Cinta adhesiva de 2 lados, tubos y puntas de pipeta con caja y placas de 96 pocillos para laboratorio;22/07/2025 0:00;Adjudicada;Dirección General de la Asociación CIC nanoGUNE;"38400000;18140000;33700000;38500000;18143000;33790000;33760000;";481,58;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=BIBRbka0XxBeKgd8LfVV9g%3D%3D;CPV prefix 33:  | Keywords: placas;3,68;0;;Cap document extret d'enllaços interiors;0
SSCC AM 261/25;17929227;Adquisición de instrumental desechable de implantes y osteosíntesis con cesión de equipos para los centros dependientes del Servei de Salut de les Illes Balears.;;Pendiente de adjudicación;Servicio de Salud de las Illes Balears;"33169000;";1078826,92;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=oqMQ5JYHJm87%2B9FIQYNjeQ%3D%3D;CPV prefix 33:  | Keywords: osteosintesis;6,22;1;;;0
1301-131-1-2025-16043 (GAS-114/2025);17935338;Suministro del material necesario para la realización de procedimientos de cirugía robótica, así como el arrendamiento, sin opción de compra, de los equipos necesarios para su realización en la Gerencia de Asistencia Sanitaria de Ávila, mediante procedimiento abierto con pluralidad de criterios de valoración.;05/11/2025 0:00;Adjudicada;Gerencia de Asistencia Sanitaria de Ávila;"33140000;33100000;50421000;";1921173,85;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=GFrIzX7X3PQmMOlAXxDEjw%3D%3D;Proveïdor: A28218675;41,81;5;;;0
CS/AH01/1101444051/26/AMUP;17954546;subministrament successiu de pròtesis tumorals o de grans reseccions amb sistema d’ancoratge basat en compressió permanent en la interfase i osteointegració biològica per a l’Hospital Universitari de la Vall d’Hebron;;Adjudicada;Institut Català de la Salut (ICS);"33184000;";1096495,12;https://contractaciopublica.cat/ca/detall-publicacio/115ee75f-aac5-4d76-9c4e-1851243dd92b/300629577;CPV: 33184000;24,71;1;"Sense seccions ""Formali"" o ""Exec""";;0
CONTR 2023 0000895895;17960148;huj_cbam 1376/2022 jj surgical suministro de prótesis oftalmológicas, material sanitario (relacionadas en el anexo i del ppt), y cesión de equipamiento principal y auxiliar, así como su mantenimiento para los procesos médicos oftalmológicos de cataratas en los centros sanitarios que integran la central provincial de compras de jaén;;Resuelta;Servicio Andaluz de Salud;"33184000;33184100;";387360,0;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=664578;CPV: 33184000;26,46;1;;;0
CONTR 2023 0000895894;17960149;huj_cbam_am 1376/2022 glaukos medical suministro de prótesis oftalmológicas, material sanitario (relacionadas en el anexo i del ppt), y cesión de equipamiento principal y auxiliar, así como su mantenimiento para los procesos médicos oftalmológicos de cataratas en los centros sanitarios que integran la central provincial de compras de jaén;;Resuelta;Servicio Andaluz de Salud;"33184000;33184100;";8800,0;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=664552;CPV: 33184000;29,23;1;;;0
CONTR 2023 0001107596;17960188;huj cbam 151/2023 medtronic ibérica, s.a. acuerdo marco con varias empresas por el que se fijan las condiciones para el suministro de material del grupo 04.02 (relacionados en el anexo i del ppt) deposito de material de protesis vasculares para los centros sanitarios vinculados a la central provincial de compras de la provincia de jaén;;Resuelta;Servicio Andaluz de Salud;"33184200;33184000;33184500;33141000;33184100;";1178060,24;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=664632;CPV: 33184000;29,51;1;;;0
2025/EA23/00001146E;17963387;Suministro de escáner digital de placas radiográficas para la Maestranza Aérea de Albacete;01/10/2025 0:00;Resuelta;Jefatura de la Sección Económico Administrativa 23 de la Base Aérea de Albacete;"33111600;";41015,0;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=TDImWw3I%2F9o3vLk2DU2Ddg%3D%3D;CPV prefix 33:  | Keywords: placas;37,95;4;;;0
CONTR 2024 0000085821_2;17966696;segundo contrato basado en acuerdo marco con varias empresas por el que se fijan las condiciones para el suministro de suturas manuales con destino a los centros sanitarios del servicio andaluz de salud, adscritos a la central provincial de compras de almería (expte.: 37/2022cca: +6.6yz9ab1) de johnson & johnson, s.a.;;Resuelta;Servicio Andaluz de Salud;"33141121;";30909,09;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=799845;Proveïdor: A28218675;26,13;1;;;0
CONTR 2025 0000211493;17966714;3º cbam johnson & johnson am 4002/2022- acuerdo marco con varias empresas por el que se fijan las condiciones para el suministro de suturas manuales con destino a los centros sanitarios del servicio andaluz de salud;;Resuelta;Servicio Andaluz de Salud;"33141121;";18244,42;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=785807;Proveïdor: A28218675;22,2;1;;;0
CONTR 2025 259315;17966720;1º cbam stryker iberia, s.l. am 506/2024 para la cpca;;Resuelta;Servicio Andaluz de Salud;"33184000;";325985,33;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=794406;CPV: 33184000;23,07;1;;;0
CONTR 2025 259320;17966725;1º cbam prim, s.a. am 506/2024 para la cpca;;Resuelta;Servicio Andaluz de Salud;"33184000;";140503,51;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=794397;CPV: 33184000;23,17;1;;;0
CONTR 2025 259319;17966730;1º cbam medtronic iberica, s.a. am 506/2024 para la cpca;;Resuelta;Servicio Andaluz de Salud;"33184000;";71614,25;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=794377;CPV: 33184000;20,22;1;;;0
CONTR 2025 259287;17966734;1º cbam neomedical spine, s.l. am 506/2024 para la cpca;;Resuelta;Servicio Andaluz de Salud;"33184000;";603250,0;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=794389;CPV: 33184000;40,2;1;;;0
CONTR 2023/622435;17966746;cbam spineart españa,acuerdo marco con una unica empresa para el suministro, de tracto sucesivo y precios unitarios de material específico de columna (subgrupo 15.15 del catalogo sas) para el hospital universitario reina sofía, perteneciente a la central provincial de compras de cordoba. (paam 46/22);;Resuelta;Servicio Andaluz de Salud;"33184000;";122773,04;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=569863;CPV: 33184000;21,6;1;;;0
CONTR 2023/622383;17966748;cbam medtronic iberica acuerdo marco con una unica empresa para el suministro, de tracto sucesivo y precios unitarios de material específico de columna (subgrupo 15.15 del catalogo sas) para el hospital universitario reina sofía, perteneciente a la central provincial de compras de cordoba. (paam 46/22);;Resuelta;Servicio Andaluz de Salud;"33184000;";114441,24;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=569858;CPV: 33184000;23,54;1;;;0
CONTR 2023/615811;17966751;cbam medcomtech acuerdo marco con una unica empresa para el suministro, de tracto sucesivo y precios unitarios de material específico de columna (subgrupo 15.15 del catalogo sas) para el hospital universitario reina sofía, perteneciente a la central provincial de compras de cordoba. (paam 46/22);;Resuelta;Servicio Andaluz de Salud;"33184000;";77429,09;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=569721;CPV: 33184000;22,78;1;;;0
CONTR 2025 0000109209;17966777;huj_cbam_prorroga_johnson & johnson,s.a._am_con varias empresas por el que se fijan las condiciones para el suministro de suturas manuales con destino a los centros sanitarios del servicio andaluz de salud (4002/2022 (nº siglo 037/2022)+6.6yz9ab1;;Resuelta;Servicio Andaluz de Salud;"33141121;";94663,73;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=784177;Proveïdor: A28218675;37,7;1;;;0
CONTR 2025 0000211493-1;17966799;3º cbam 1ª pro -johnson & johnson,s.a (am 4002/2022) 37/2022 acuerdo marco con varias empresas por el que se fijan las condiciones para el suministro de suturas manuales con destino a los centros sanitarios del servicio andaluz de salud.;;Resuelta;Servicio Andaluz de Salud;"33141121;";29318,18;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=831603;Proveïdor: A28218675;24,58;1;;;0
2022/064183;17966893;segundo-cbam_paam 33/21 cardiolink suministro, de tracto sucesivo y precios unitarios, de prótesis diversas (subgrupos su. pc. sani. 04.00, 04.18, 04.20, 14.28 y 15.10 del catálogo sas), con destino a los centros que integran la plataforma de logística sanitaria de córdoba.;;Resuelta;Servicio Andaluz de Salud;"33184000;";12320,0;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=549878;CPV: 33184000;26,22;1;;;0
CONTR 2025 0000211100 (L 10);17966962;huj_cbam_ am 1275/2022_johnson & johnson, s.a._con varias empresas por el que se fijan las condiciones para el suministro de suturas mecánicas con destino a los centros sanitarios del servicio andaluz de salud (l 10);;Resuelta;Servicio Andaluz de Salud;"33141100;";58318,0;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=832334;Proveïdor: A28218675;23,53;1;;;0
CONTR 2023 0000895897;17966987;huj cbam oftaltech suministro de prótesis oftalmológicas, material sanitario (relacionadas en el anexo i del ppt), y cesión de equipamiento principal y auxiliar, así como su mantenimiento para los procesos médicos oftalmológicos de cataratas en los centros sanitarios que integran la central provincial de compras de jaén;;Resuelta;Servicio Andaluz de Salud;"33184100;33184000;";18439,41;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=664784;CPV: 33184000;22,96;1;;;0
CONTR 0000895898;17966988;huj cbam 1376/2022 santen suministro de prótesis oftalmológicas, material sanitario (relacionadas en el anexo i del ppt), y cesión de equipamiento principal y auxiliar, así como su mantenimiento para los procesos médicos oftalmológicos de cataratas en los centros sanitarios que integran la central provincial de compras de jaén;;Resuelta;Servicio Andaluz de Salud;"33184000;33184100;";72000,0;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=664647;CPV: 33184000;26,18;1;;;0
CONTR 2023 0000896146;17966989;huj cbam 1376/2022 medicontur suministro de prótesis oftalmológicas, material sanitario (relacionadas en el anexo i del ppt), y cesión de equipamiento principal y auxiliar, así como su mantenimiento para los procesos médicos oftalmológicos de cataratas en los centros sanitarios que integran la central provincial de compras de jaén;;Resuelta;Servicio Andaluz de Salud;"33184000;33184100;";382190,0;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=664618;CPV: 33184000;25,47;1;;;0
CONTR 2023 0000622435-4;17973698;córdoba 4º cbam_spineart españa s.l.u. suministro, de tracto sucesivo y precios unitarios de material específico de columna (subgrupo 15.15 del catalogo sas) para el hospital universitario reina sofía, perteneciente a la central provincial de compras de cordoba. (paam 46/22);;Resuelta;Servicio Andaluz de Salud;"33184000;";147327,65;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=664995;CPV: 33184000;31,33;1;;;0
CONTR 2023 0000622435;17973701;cbam_paam46-22-spineart españa 2º suministro, de tracto sucesivo y precios unitarios de material específico de columna (subgrupo 15.15 del catalogo sas) para el hospital universitario reina sofía, perteneciente a la central provincial de compras de cordoba. (paam 46/22);;Resuelta;Servicio Andaluz de Salud;"33184000;";122773,04;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=622586;CPV: 33184000;36,53;1;;;0
CONTR2025 0000323162;17973704;cordoba 5º cbam medaspine paam 46/22 para el acuerdo marco con una unica empresa para el suministro, de tracto sucesivo y precios unitarios de material específico de columna (subgrupo 15.15 del catalogo sas) para el hospital universitario reina sofía, perteneciente a la central provincial de compras de cordoba;;Resuelta;Servicio Andaluz de Salud;"33184000;";136363,64;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=809743;CPV: 33184000;24,35;1;;;0
CONTR 2023/ 890111;17973705;1º cbam stryker iberia - acuerdo marco con una unica empresa para el suministro, de tracto sucesivo y precios unitarios, de fijadores externos de traumatología (subgrupo 15.05 del catalogo sas), con destino a los centros adscritos a la central provincial de compras de córdoba. (paam 7/23);;Resuelta;Servicio Andaluz de Salud;"33184000;";37205,16;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=605291;CPV: 33184000;27,91;1;;;0
CONTR 2023/0000890095;17973712;1º cbam mba incorporado, s.l. - acuerdo marco con una unica empresa para el suministro, de tracto sucesivo y precios unitarios, de fijadores externos de traumatología (subgrupo 15.05 del catalogo sas), con destino a los centros adscritos a la central provincial de compras de córdoba. (paam 7/23);;Resuelta;Servicio Andaluz de Salud;"33184000;";149581,55;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=605274;CPV: 33184000;25,67;1;;;0
CONTR 2021 0000546407_5;17973788;quinto contrato basado en acuerdo marco con una única empresa de suministro de prótesis cardiológicas y material específico de hemodinámica, con cesión de uso de equipamiento necesario para la utilización del material, para los centros adscritos a la central provincial de compras de almería (expte.: 936/2019 cca +6.6dps3f7) de johnson & johnson, s.a.;;Resuelta;Servicio Andaluz de Salud;"33184300;33141000;33184100;33140000;";4735,0;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=820740;Proveïdor: A28218675;25,9;1;;;0
CONTR 2025 000206408-1;17973869;cordoba 1ª prorroga 5º cbam medcomtech paam 46/22 para el acuerdo marco con una única empresa para el suministro, de tracto sucesivo y precios unitarios de material específico de columna (subgrupo 15.15 del catalogo sas) para el hospital universitario reina sofía, perteneciente a la central provincial de compras de córdoba;;Resuelta;Servicio Andaluz de Salud;"33184000;";63636,36;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=810543;CPV: 33184000;24,78;1;;;0
CONTR 2024 0000413073_2;17973877;segundo contrato basado en acuerdo marco con varias empresas por el que se fijan las condiciones para el suministro de material específico de quirófano: hemostáticos y de adhesivos tisulares para los centros sanitarios del servicio andaluz de salud, adscritos a la central provincial de compras de almería (expte.: 4007/2022 expte. siglo nº: 1023/2021 cca: +6.634fe6t) de johnson & johnson s.a;;Resuelta;Servicio Andaluz de Salud;"33141000;33141100;";113688,0;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=810052;Proveïdor: A28218675;27,92;1;;;0
CONTR 2023 0000615811-3;17973881;córdoba 3º cbam medcomtech, s.a.- acuerdo marco con una unica empresa para el suministro, de tracto sucesivo y precios unitarios de material específico de columna (subgrupo 15.15 del catalogo sas) para el hospital universitario reina sofía, perteneciente a la central provincial de compras de cordoba. (paam 46/22);;Resuelta;Servicio Andaluz de Salud;"33184000;";1509,09;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=778439;CPV: 33184000;23,05;1;;;0
CONTR 2021 0000546407_3;17973922;tercer contrato basado en acuerdo marco con una única empresa por precio unitarios, al amparo del art. 16.3a) de lcsp, de suministro de prótesis cardiológicas y material específico de hemodinámica, con cesión de uso de equipamiento necesario para la utilización del material, para los centros adscritos a la plataforma logística sanitaria de almería (actual central provincial de compras de almería)expte. 936/2019 cca +6.6dps3f7 proveedor johnson & johnson, s.a.;;Resuelta;Servicio Andaluz de Salud;"33141000;33140000;33184300;33184100;";9470,0;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=538498;Proveïdor: A28218675;28,32;1;;;0
CONTR 2025 0000206408;17980948;córdoba 5º cbam medcomtech , s.a. acuerdo marco con una unica empresa para el suministro, de tracto sucesivo y precios unitarios de material específico de columna (subgrupo 15.15 del catalogo sas) para el hospital universitario reina sofía, perteneciente a la central provincial de compras de cordoba. (paam 46/22);;Resuelta;Servicio Andaluz de Salud;"33184000;";27279,82;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=785687;CPV: 33184000;29,44;1;;;0
CONTR 2025 0000058738;17981046;1º cbamsmith & nephew- suministro de tracto sucesivo y precios unitarios, de clavos intramedulares (subgrupo 15.01 del catálogo s.a.s.) con disponibilidad de uso de determinado equipamiento necesario para la utilización del material, con destino a los centros que integran la central provincial de compras de córdoba. (paam 51/24);;Resuelta;Servicio Andaluz de Salud;"33184000;";366417,0;https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc_sirec/perfiles-licitaciones/detalle-licitacion.jsf?idExpediente=768837;CPV: 33184000;26,27;1;;;0
